ts,batch_size,avg_queue_ms,max_queue_ms,fill_pct,event
2026-03-17T15:45:36.084849600+00:00,64,9193.031,9193.031,67.2,not_in_window
2026-03-17T15:45:36.147884+00:00,64,9256.065,9256.065,67.6,not_in_window
2026-03-17T15:45:36.195972400+00:00,64,9304.074,9304.074,68.0,not_in_window
2026-03-17T15:45:36.243194+00:00,64,9351.386,9351.386,68.4,not_in_window
2026-03-17T15:45:36.291232200+00:00,64,9399.415,9399.415,68.6,not_in_window
2026-03-17T15:45:36.338233100+00:00,64,9446.379,9446.379,68.9,not_in_window
2026-03-17T15:45:36.384141700+00:00,64,9492.292,9492.292,69.1,not_in_window
2026-03-17T15:45:36.432205300+00:00,64,9540.384,9540.384,69.7,not_in_window
2026-03-17T15:45:36.495045900+00:00,64,9603.229,9603.229,69.9,not_in_window
2026-03-17T15:45:36.543166+00:00,64,9651.346,9651.346,70.3,not_in_window
2026-03-17T15:45:36.589535400+00:00,64,9697.712,9697.712,70.5,not_in_window
2026-03-17T15:45:36.637416700+00:00,64,9745.596,9745.596,71.1,not_in_window
